Date,Index Level
2024-03-19,100.0
2024-03-20,101.15007033881751
2024-03-21,101.46622556935434
2024-03-22,101.76175752972804
2024-03-25,101.5658893676694
2024-03-26,108.10160416272014
2024-03-27,108.1972131917575
2024-03-28,115.81019539251761
2024-04-01,115.74060965647037
2024-04-02,115.7146222672534
2024-04-03,116.4262312166137
2024-04-04,116.61597586529851
2024-04-05,116.5509086171956
2024-04-08,116.65125606694157
2024-04-09,116.98387044207766
2024-04-10,116.91702657411288
2024-04-11,116.85756181316161
2024-04-12,116.78429432815282
2024-04-15,116.796139129079
2024-04-16,116.74090702710238
2024-04-17,116.68878012983157
2024-04-18,116.82428149980929
2024-04-19,117.14997623203631
2024-04-22,116.8414241500396
2024-04-23,116.85348992847189
2024-04-24,116.7463106761203
2024-04-25,116.99361269979214
2024-04-26,117.30306231350154
2024-04-29,117.06494720765451
2024-04-30,116.98372777312278
2024-05-01,117.15835141385055
2024-05-02,117.05957807854605
2024-05-03,116.8298176108081
2024-05-06,116.04345535673119
2024-05-07,121.30726632989241
2024-05-08,122.56771253040469
2024-05-09,121.91752779811466
2024-05-10,121.23276792960054
2024-05-13,121.93849927612344
2024-05-14,124.18654563948763
2024-05-15,125.1457539210466
2024-05-16,125.39299146084423
2024-05-17,127.86503095799021
2024-05-20,126.9913476571076
2024-05-21,127.68887688768564
2024-05-22,127.34991856124778
2024-05-23,126.84777354209763
2024-05-24,128.88266616980508
2024-05-28,126.87721211621701
2024-05-29,126.43153909849244
2024-05-30,126.8171453025595
2024-05-31,127.41667821456969
2024-06-03,125.93144636185079
2024-06-04,125.44207852643261
2024-06-05,126.54097573970927
2024-06-06,127.39638062869464
2024-06-07,129.3241216876797
2024-06-10,128.29964947534108
2024-06-11,127.76762634472598
2024-06-12,127.1528824400727
2024-06-13,126.72273316166329
2024-06-14,128.0137387585847
2024-06-17,128.01438585175447
2024-06-18,127.8141523288616
2024-06-20,127.24477831269692
2024-06-21,129.8446830265254
2024-06-24,128.85581845821298
2024-06-25,128.5840310117132
2024-06-26,127.84018742615453
2024-06-27,127.78102933902035
2024-06-28,128.14603756472246
2024-07-01,126.42446874514178
2024-07-02,126.04824566272501
2024-07-03,127.26710582171792
2024-07-05,127.78916076901709
2024-07-08,125.6081561961562
2024-07-09,126.14225159109219
2024-07-10,126.96882695083423
2024-07-11,130.13504953011417
2024-07-12,130.49429556658546
2024-07-15,128.6404157552389
2024-07-16,131.73960423412888
2024-07-17,131.36814578604853
2024-07-18,130.63769921468267
2024-07-19,129.99353357128203
2024-07-22,128.92209645662606
2024-07-23,129.42487301865626
2024-07-24,129.2454392665407
2024-07-25,129.1029171700064
2024-07-26,137.10082529109292
2024-07-29,134.53893192141484
2024-07-30,134.69298955488475
2024-07-31,136.2666499022597
2024-08-01,137.47282473136994
2024-08-02,137.0454696695103
2024-08-05,135.40273986156103
2024-08-06,136.32379297343155
2024-08-07,135.78019214094002
2024-08-08,136.3575229787862
2024-08-09,136.0485327352414
2024-08-12,134.5188629009198
2024-08-13,135.02135466945103
2024-08-14,134.6728530561925
2024-08-15,134.84520947922138
2024-08-16,134.88398984404034
2024-08-19,138.84520100944428
2024-08-20,138.29994029276696
2024-08-21,138.34101125278613
2024-08-22,137.85616526975522
2024-08-23,138.09948446397365
2024-08-26,136.7540957596351
2024-08-27,136.2416800170258
2024-08-28,139.56768117193835
2024-08-29,142.72633693547166
2024-08-30,142.22817121572933
2024-09-03,139.59687324236216
2024-09-04,139.23803660054992
2024-09-05,138.65700629131
2024-09-06,138.13690187587744
2024-09-09,136.70340297049435
2024-09-10,136.78667764738336
2024-09-11,136.7315523044618
2024-09-12,140.0842026420245
2024-09-13,139.8994343234822
2024-09-16,138.74167466680396
2024-09-17,138.2529758178675
2024-09-18,137.72225647358457
2024-09-19,138.2155829616802
2024-09-20,139.29845805128363
2024-09-23,137.69509374978668
2024-09-24,137.15403435131304
2024-09-25,136.48205119825133
2024-09-26,138.2227916481382
2024-09-27,137.72412711050876
2024-09-30,137.61482550760775
2024-10-01,136.9849585475584
2024-10-02,139.4964922181904
2024-10-03,138.57559194726448
2024-10-04,139.2751744482174
2024-10-07,139.44313398771362
2024-10-08,138.94579951888954
2024-10-09,141.8779423260111
2024-10-10,142.57542674085082
2024-10-11,143.27230410293436
2024-10-14,141.70247842994453
2024-10-15,141.36743990706887
2024-10-16,141.2195369178114
2024-10-17,141.45286140851883
2024-10-18,144.04759016554803
2024-10-21,141.53175139350688
2024-10-22,141.4627959991069
2024-10-23,141.51355773778505
2024-10-24,141.27489911397245
2024-10-25,140.4771626226491
2024-10-28,138.649593346737
2024-10-29,139.9334128486256
2024-10-30,139.91908211468464
2024-10-31,139.08494186487684
2024-11-01,139.0938641735188
2024-11-04,137.8898579965593
2024-11-05,137.21596894138855
2024-11-06,139.5812947387631
2024-11-07,141.0192691470878
2024-11-08,141.28869684543614
2024-11-11,138.94851645999782
2024-11-12,139.44848452908752
2024-11-13,138.40911685009968
2024-11-14,140.01037469670257
2024-11-15,146.04700962536677
2024-11-18,148.5106464462707
2024-11-19,150.6963168343242
2024-11-20,150.98245209376174
2024-11-21,150.54289942491442
2024-11-22,150.99909019853644
2024-11-25,149.02639350216032
2024-11-26,152.16780604799675
2024-11-27,152.333643739573
2024-11-29,151.17931970716717
2024-12-02,151.60372756710998
2024-12-03,151.09776670696897
2024-12-04,150.61398426923208
2024-12-05,149.89463089716307
2024-12-06,149.20590381357883
2024-12-09,147.35063610115398
2024-12-10,146.76774290595017
2024-12-11,146.13274523929886
