Date,Index Level
2024-03-19,100.0
2024-03-20,101.8029569528334
2024-03-21,100.78742891590346
2024-03-22,105.15829874786533
2024-03-25,105.46069615823635
2024-03-26,104.59238840775453
2024-03-27,106.76400323183069
2024-03-28,106.46216867429385
2024-04-01,107.71871495675391
2024-04-02,107.73066992926834
2024-04-03,107.42006740143502
2024-04-04,106.92463788098095
2024-04-05,106.2894508700891
2024-04-08,106.24370979486261
2024-04-09,106.86251474713353
2024-04-10,106.70897854164821
2024-04-11,107.01557485792662
2024-04-12,107.92209651048371
2024-04-15,107.68566803496996
2024-04-16,106.95504046598597
2024-04-17,106.80671295797998
2024-04-18,106.85168551085509
2024-04-19,106.6201064485504
2024-04-22,105.50362173294715
2024-04-23,105.85980689532002
2024-04-24,106.29897502840835
2024-04-25,107.62032315308274
2024-04-26,107.85393245165886
2024-04-29,107.13774390129646
2024-04-30,106.6361006295943
2024-05-01,106.48572713248883
2024-05-02,106.76148794901923
2024-05-03,107.02018881820511
2024-05-06,106.31955472088892
2024-05-07,106.17156123832197
2024-05-08,107.53164487326089
2024-05-09,102.71420692207113
2024-05-10,102.21399633231034
2024-05-13,101.67274179509552
2024-05-14,102.73027410501396
2024-05-15,104.11949709883551
2024-05-16,104.83334757895956
2024-05-17,102.80336997378097
2024-05-20,99.83648888008044
2024-05-21,99.68490349790326
2024-05-22,100.81780948678929
2024-05-23,99.74352988194516
2024-05-24,102.86334464051816
2024-05-28,103.55191754721835
2024-05-29,103.02284132332926
2024-05-30,102.34275107548287
2024-05-31,102.94723594777683
2024-06-03,102.30877611873446
2024-06-04,102.62320780953765
2024-06-05,103.03359133298916
2024-06-06,103.95898286948481
2024-06-07,102.99202309635298
2024-06-10,102.36768088947628
2024-06-11,103.45379665890972
2024-06-12,103.65158270232273
2024-06-13,103.15038158166097
2024-06-14,102.70119204712293
2024-06-17,102.52934933864674
2024-06-18,103.09149516400025
2024-06-20,104.37127114462314
2024-06-21,104.52219903362729
2024-06-24,102.46703631206822
2024-06-25,100.20776898711644
2024-06-26,101.33123739318339
2024-06-27,102.55947050079027
2024-06-28,103.68939308656236
2024-07-01,102.56046328184212
2024-07-02,102.52895110380905
2024-07-03,103.79985172303846
2024-07-05,101.43437349788734
2024-07-08,103.24621746037823
2024-07-09,104.51842254170926
2024-07-10,103.89579953251244
2024-07-11,105.50698256335637
2024-07-12,107.41361976744142
2024-07-15,108.99573376092775
2024-07-16,110.8427924992499
2024-07-17,114.22874044059121
2024-07-18,113.01585705170275
2024-07-19,112.33745684225052
2024-07-22,112.42356995890437
2024-07-23,113.46751826570392
2024-07-24,111.84576251456521
2024-07-25,112.88370918895457
2024-07-26,112.88869296191153
2024-07-29,111.69025749262818
2024-07-30,112.66664222879105
2024-07-31,112.32436368653651
2024-08-01,110.77798037754943
2024-08-02,108.21202704304825
2024-08-05,106.15126037323722
2024-08-06,106.97296682594809
2024-08-07,105.7461852759896
2024-08-08,105.42001773064429
2024-08-09,104.29954134406198
2024-08-12,103.26762186528232
2024-08-13,105.0457516988754
2024-08-14,104.5806317770951
2024-08-15,106.50632259011532
2024-08-16,106.70253107240187
2024-08-19,107.16494544678558
2024-08-20,107.08022682028482
2024-08-21,109.61950176941751
2024-08-22,108.33981257535345
2024-08-23,111.6031770631932
2024-08-26,113.32354508005272
2024-08-27,112.97323126490792
2024-08-28,112.02620427138021
2024-08-29,112.90150688061414
2024-08-30,113.98098766688132
2024-09-03,111.49971284492958
2024-09-04,110.72255835076662
2024-09-05,110.69869559523599
2024-09-06,109.45152627157739
2024-09-09,108.66758230263595
2024-09-10,108.44105749230629
2024-09-11,108.93355750352262
2024-09-12,108.92478888494192
2024-09-13,110.0079462789412
2024-09-16,109.3334795116738
2024-09-17,110.95340875243511
2024-09-18,110.53563966793871
2024-09-19,110.53076123497414
2024-09-20,109.36384444246721
2024-09-23,108.38038612980874
2024-09-24,107.52083655063599
2024-09-25,108.0656524850652
2024-09-26,110.03569586092159
2024-09-27,110.91073750343966
2024-09-30,120.3405218429128
2024-10-01,119.2986837553064
2024-10-02,118.39849786679301
2024-10-03,118.50766758487002
2024-10-04,119.98404472605253
2024-10-07,118.93277753503526
2024-10-08,120.25739828097258
2024-10-09,119.82368215699462
2024-10-10,120.98714858051885
2024-10-11,126.11937916387174
2024-10-14,126.37170477161789
2024-10-15,126.5902147382341
2024-10-16,130.06736956491108
2024-10-17,129.2184421604
2024-10-18,130.04122295273342
2024-10-21,129.37829513539464
2024-10-22,129.64195283269655
2024-10-23,129.37998565765682
2024-10-24,131.11153752485907
2024-10-25,131.5955914926191
2024-10-28,131.06464419423972
2024-10-29,130.82673780683606
2024-10-30,130.62589018645082
2024-10-31,130.6339119642068
2024-11-01,130.37866572312726
2024-11-04,130.03534207271144
2024-11-05,131.12837874013348
2024-11-06,131.43353726804878
2024-11-07,132.89961739479847
2024-11-08,132.53082674932526
2024-11-11,132.4402289261358
2024-11-12,132.575615845025
2024-11-13,132.64275186541238
2024-11-14,133.45453431626748
2024-11-15,133.2473365207058
2024-11-18,133.44237523094623
2024-11-19,145.49398642613312
2024-11-20,144.68440068140032
2024-11-21,150.1224996516621
2024-11-22,152.12060955027715
2024-11-25,153.20670065301056
2024-11-26,152.48700139097053
2024-11-27,152.22604003059368
2024-11-29,151.88889708475605
2024-12-02,151.23967818706808
2024-12-03,151.86083064386412
2024-12-04,151.28568132822437
2024-12-05,150.84503364562875
2024-12-06,151.26189847513015
2024-12-09,153.66227250437427
2024-12-10,154.18111749198764
2024-12-11,154.0363337772875
